ID,Case Name,Filing Year,Description,Case Categories,Principal Laws
8909,Center for Biological Diversity v. National Highway Traffic Safety Administration,2019,Freedom of Information Act lawsuit seeking records from the National Highway Traffic Safety Administration on the determination that vehicle standards rule did not require Endangered Species Act consultation.,Federal Statutory Claims>Freedom of Information Act>Lawsuits Brought by Plaintiffs Aligned with Environmentalist Interests,Center for Biological Diversity v. National Highway Traffic Safety Administration
8912,Healthy Gulf v. Bernhardt,2019,Challenge to federal defendants' decision to hold oil and gas lease sale in the Gulf of Mexico.,Federal Statutory Claims>NEPA,Healthy Gulf v. Bernhardt
8917,Energy Transfer LP v. Greenpeace International,2019,Lawsuit by the developers of the Dakota Access Pipeline seeking damages from organizations and individuals who protested the pipeline.,Climate Change Protesters and Scientists>Protesters,Energy Transfer LP v. Greenpeace International
8943,Inland Oversight Committee v. City of Chino,2015,Challenge to City approvals for development of a recreational vehicle storage facility.,State Law Claims>State Impact Assessment Laws,Inland Oversight Committee v. City of Chino
8983,California v. Trump,2019,"Lawsuit challenging President Trump's Executive Order 13771 on ""“Reducing Regulation and Controlling Regulatory Costs” and implementing guidance issued by the Office of Management and Budget.",Constitutional Claims>Other Constitutional Claims,California v. Trump
8988,Indigenous Environmental Network v. Trump,2019,"Challenge to President Trump's revocation of the presidential permit for the Keystone XL pipeline, issuance of a new presidential permit, and authorization of the balance of the 875-mile project in the U.S.",Constitutional Claims>Other Constitutional Claims,Indigenous Environmental Network v. Trump
9027,North Carolina Wildlife Federation v. North Carolina Department of Transportation,2019,Challenge to toll bridge in the Currituck Outer Banks in North Carolina.,Adaptation>Reverse Impact Assessment|Federal Statutory Claims>NEPA,North Carolina Wildlife Federation v. North Carolina Department of Transportation
9030,Ellis v. Salt River Project Agricultural Improvement &amp; Power District,2019,Antitrust class action lawsuit challenging a utility's allegedly discriminatory pricing scheme for electricity for consumers with solar energy systems.,State Law Claims>Utility Regulation,Ellis v. Salt River Project Agricultural Improvement &amp; Power District
9033,Friends of Cedar Mesa v. U.S. Department of the Interior,2019,"Challenge to oil and gas lease sales covering more than 54,000 acres in southeastern Utah.",Federal Statutory Claims>NEPA,Friends of Cedar Mesa v. U.S. Department of the Interior
9036,Center for Biological Diversity v. Bernhardt,2019,Lawsuit to compel the Secretary of the Interior and the U.S. Fish and Wildlife Service to take action under the Endangered Species Act with respect to 24 species.,Federal Statutory Claims>Endangered Species Act and Other Wildlife Protection Statutes,Center for Biological Diversity v. Bernhardt
9039,Utah Physicians for a Healthy Environment v. U.S. Bureau of Land Management,2019,Challenge to federal coal lease sale near Bryce Canyon National Park.,Federal Statutory Claims>NEPA,Utah Physicians for a Healthy Environment v. U.S. Bureau of Land Management
9044,Save the Scenic Santa Ritas v. U.S. Army Corps of Engineers,2019,Challenge to Section 404 permit for copper mine site.,Federal Statutory Claims>Clean Water Act,Save the Scenic Santa Ritas v. U.S. Army Corps of Engineers
9047,California Air Resources Board v. EPA,2019,Freedom of Information Act lawsuit seeking information underlying proposed federal rollbacks of vehicle emission and fuel economy standards.,Federal Statutory Claims>Freedom of Information Act>Lawsuits Brought by Plaintiffs Aligned with Environmentalist Interests,California Air Resources Board v. EPA
9053,Dakota Rural Action v. Noem,2019,"Challenge by environmental and indigenous groups and activists to South Dakota's ""Riot Boosting Act.""",Climate Change Protesters and Scientists>Protesters,Dakota Rural Action v. Noem
9090,Center for Biological Diversity v. U.S. Fish &amp; Wildlife Service,2018,Lawsuit challenging the failure to designate critical habitat for the northern Mexican garter snake and the narrow-headed garter snake.,Federal Statutory Claims>Endangered Species Act and Other Wildlife Protection Statutes,Center for Biological Diversity v. U.S. Fish &amp; Wildlife Service
9166,Institute for Fisheries Resources v. Burwell,2016,"Challenge to the approval of a genetically engineered salmon for human consumption without adequate disclosure and consideration of environmental and other risks, including cumulative effects related to climate change.
",Federal Statutory Claims>Endangered Species Act and Other Wildlife Protection Statutes|Federal Statutory Claims>NEPA,Institute for Fisheries Resources v. Burwell
9243,In re Hawai'i Electric Light Co.,2017,Challenge to Hawai'i Public Utilities Commission's approval of an amended power purchase agreement with a company that was going to construct and operate a biomass-fueled energy production facility.,State Law Claims>Utility Regulation,In re Hawai'i Electric Light Co.
9248,City of Birmingham Relief &amp; Retirement System v. ExxonMobil Corp.,2018,Summary action seeking judgment requiring ExxonMobil Corporation to allow plaintiff to inspect the company's books and records.,State Law Claims>Other Types of State Law Cases,City of Birmingham Relief &amp; Retirement System v. ExxonMobil Corp.
9251,Commonwealth Edison Co. v. Illinois Commerce Commission,2017,Electric utility's challenge to programs providing financial support to small renewable energy generation facilities.,State Law Claims>Utility Regulation,Commonwealth Edison Co. v. Illinois Commerce Commission
9254,In re Exxon Mobil Corp. Derivative Litigation,2019,Consolidated shareholder derivative action against directors and senior officers of Exxon Mobil Corporation for misleading the public concerning climate change and its impacts on Exxon's business.,Securities and Financial Regulation,In re Exxon Mobil Corp. Derivative Litigation
9261,Komor v. United States,2019,Constitutional climate change lawsuit seeking an order requiring the federal government to research and establish a program for direct atmospheric carbon removal.,Constitutional Claims>Fourteenth Amendment|Constitutional Claims>Other Constitutional Claims|Public Trust Claims,Komor v. United States
9274,Center for Biological Diversity v. Bernhardt,2019,Lawsuit challenging the U.S. Fish and Wildlife Service's failure to protect eight species under the Endangered Species Act.,Federal Statutory Claims>Endangered Species Act and Other Wildlife Protection Statutes,Center for Biological Diversity v. Bernhardt
9279,Sierra Club v. U.S. Department of Interior,2019,Freedom of Information Act lawsuit seeking to compel the Department of Interior to update its searches for Interior officials' external communications.,Federal Statutory Claims>Freedom of Information Act>Lawsuits Brought by Plaintiffs Aligned with Environmentalist Interests,Sierra Club v. U.S. Department of Interior
9282,White Hat v. Landry,2019,"Lawsuit challenging 2018 amendments to a Louisiana law that prohibits unauthorized entry of critical infrastructure by expanding the definition of critical infrastructure to include 125,000 miles of pipelines.",Climate Change Protesters and Scientists>Protesters,White Hat v. Landry
9285,Living Rivers v. Bernhardt,2019,Lawsuit challenging approval of rights-of-way for construction and operation of commercial-scale oil-shale mine and processing plant.,Federal Statutory Claims>Endangered Species Act and Other Wildlife Protection Statutes|Federal Statutory Claims>NEPA,Living Rivers v. Bernhardt
9288,Buffalo Field Campaign v. Bernhardt,2019,Action to compel the U.S. Fish and Wildlife Service to take action in response to list the Yellowstone bison as an endangered or threatened distinct population segment of plains bison.,Federal Statutory Claims>Endangered Species Act and Other Wildlife Protection Statutes,Buffalo Field Campaign v. Bernhardt
9291,"Wheelabrator Baltimore, L.P. v. Mayor &amp; City Council of Baltimore",2019,Challenge by operators of waste-to-energy facility and hospital/medical/infectious waste incineration facility to the Baltimore Clean Air Act.,Constitutional Claims>Other Constitutional Claims,"Wheelabrator Baltimore, L.P. v. Mayor &amp; City Council of Baltimore"
9294,In re Minnesota Power’s Petition for Approval of EnergyForward Resource Package,2019,Challenge to the Minnesota Public Utilities Commission approval of a Minnesota utility's 50% stake in a new gas-fired power plant in Wisconsin.,State Law Claims>State Impact Assessment Laws|State Law Claims>Utility Regulation,In re Minnesota Power’s Petition for Approval of EnergyForward Resource Package
9298,Center for Biological Diversity v. County of Los Angeles,2019,Challenge to land use approvals for a residential development in southern California.,State Law Claims>State Impact Assessment Laws,Center for Biological Diversity v. County of Los Angeles
9301,In re Central Maine Power Co.,2019,Appeal of Maine Public Utilities Commission's approval of a transmission line for Canadian hydropower.,State Law Claims>Utility Regulation,In re Central Maine Power Co.
9330,Northern Plains Resource Council v. U.S. Army Corps of Engineers,2019,Challenge to U.S Army Corps of Engineers approval of Keystone XL pipeline project under the reissued Nationwide Permit 12 for pipeline and utility projects.,Federal Statutory Claims>Clean Water Act|Federal Statutory Claims>NEPA,Northern Plains Resource Council v. U.S. Army Corps of Engineers
